Traffic light,Shipping Point/Receiving Pt,Originating document,STPO_Cut_Off,Plant,Description,Material,Open quantity,Unrestricted
,W001,6200020931,M_25th,GW02,PAVAN 1200MM  OPAL WHITE W/O REG,PAVAN48OPW,36,96
,W001,6200021129,M_15th,GN03,"SSTORM2 PEDESTAL FAN - 18""-BLACK",PFSTRM2-18BLK,30,30
,W001,6200020832,M_15th,GE02,"WINDFLO 16"" PF",PFWINDFLO16OPW,1,0
,W001,6200021043,M+1_7th,GE01,"WINDFLO 16"" PF",PFWINDFLO16OPW,160,0
,W001,6200020931,M_25th,GN06,PAVAN DECO 1200MM IVORY W/O REG,PVNDEC48IVY,16,0
,W001,6200020931,M_25th,GW05,PAVAN DECO 1200MM IVORY W/O REG,PVNDEC48IVY,44,0
,W001,6200020928,M_15th,GN06,PAVAN DECO 1200MM IVORY W/O REG,PVNDEC48IVY,20,0
,W001,6200020931,M_25th,GS06,PAVAN DECO 1200MM LUSTRE BRN W/O REG,PVNDEC48LB,32,0
,W001,6200020931,M_25th,GW05,PAVAN DECO 1200MM LUSTRE BRN W/O REG,PVNDEC48LB,28,0
,W001,6200020931,M_25th,GS07,PAVAN DECO 1200MM LUSTRE BRN W/O REG,PVNDEC48LB,80,0
,W001,6200020928,M_15th,GS06,PAVAN DECO 1200MM LUSTRE BRN W/O REG,PVNDEC48LB,60,0
,W001,6200020928,M_15th,GS07,PAVAN DECO 1200MM LUSTRE BRN W/O REG,PVNDEC48LB,76,0
,W001,6200020906,M_25th,GW02,RIVIERA 900MM OPAL WHT,RIV36OPW,64,0
,W001,6200020906,M_25th,GE05,RIVIERA 900MM OPAL WHT,RIV36OPW,80,0
,W001,6200020906,M_25th,GS01,RIVIERA 900MM OPAL WHT,RIV36OPW,32,0
,W001,6200020906,M_25th,GN04,RIVIERA 900MM OPAL WHT,RIV36OPW,12,0
,W001,6200020906,M_25th,GN02,RIVIERA 900MM OPAL WHT,RIV36OPW,12,0
,W001,6200020906,M_25th,GE02,RIVIERA 1200MM BIANCO,RIV48BNC,20,260
,W001,6200020906,M_25th,GE05,RIVIERA 1200MM BIANCO,RIV48BNC,160,260
,W001,6200020905,M_15th,GE02,RIVIERA 1200MM BIANCO,RIV48BNC,32,260
,W001,6200020949,M_15th,GE02,RIVIERA 1200MM BIANCO,RIV48BNC,12,260
,W001,6200020906,M_25th,GE03,RIVIERA 1200MM BROWN,RIV48BRN,8,996
,W001,6200020905,M_15th,GE03,RIVIERA 1200MM BROWN,RIV48BRN,12,996
,W001,6200020949,M_15th,GE03,RIVIERA 1200MM BROWN,RIV48BRN,12,996
,W001,6200020949,M_15th,GE04,RIVIERA 1200MM BROWN,RIV48BRN,96,996
,W001,6200020906,M_25th,GE02,RIVIERA 1200MM OPAL WHT,RIV48OPW,40,4492
,W001,6200020906,M_25th,GE03,RIVIERA 1200MM OPAL WHT,RIV48OPW,8,4492
,W001,6200020905,M_15th,GE03,RIVIERA 1200MM OPAL WHT,RIV48OPW,12,4492
,W001,6200020949,M_15th,GE03,RIVIERA 1200MM OPAL WHT,RIV48OPW,8,4492
,W001,6200020949,M_15th,GE04,RIVIERA 1200MM OPAL WHT,RIV48OPW,36,4492
,W001,6200021038,M_15th,GN03,RIVIERA 1400MM OPAL WHT,RIV56OPW,52,0
,W001,6200021072,M_15th,GW01,"RIVIERA DASH HI SPEED 4""BRN EX.FAN",RIVDASHHS4BRN,2,90
,W001,6200021072,M_15th,GW01,"RIVIERA DASH HI SPEED 4""IVY EX.FAN",RIVDASHHS4IVY,2,60
,W001,6200021072,M_15th,GW01,"RIVIERA DASH HI SPEED 6""BRN EX.FAN",RIVDASHHS6BRN,4,4
,W001,6200021072,M_15th,GW01,"RIVIERA DASH HI SPEED 6""IVY EX.FAN",RIVDASHHS6IVY,59,59
,W001,6200020931,M_25th,GS05,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,204,782
,W001,6200020931,M_25th,GS04,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,6,782
,W001,6200020931,M_25th,GS07,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,198,782
,W001,6200020931,M_25th,GS06,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,48,782
,W001,6200020931,M_25th,GN05,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,18,782
,W001,6200020931,M_25th,GW02,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,24,782
,W001,6200020931,M_25th,GW01,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,18,782
,W001,6200020928,M_15th,GS04,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,126,782
,W001,6200020928,M_15th,GS05,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,324,782
,W001,6200020928,M_15th,GN05,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,48,782
,W001,6200020928,M_15th,GW02,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,30,782
,W001,6200020928,M_15th,GS06,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,72,782
,W001,6200020928,M_15th,GS07,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,294,782
,W001,6200020928,M_15th,GW01,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,48,782
,W001,6200020928,M_15th,GN03,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,18,782
,W001,6200020931,M_25th,GN03,"RIVIERA DASH HI SPEED 6""WHT EX.FAN",RIVDASHHS6WHT,42,782
,W001,6200020931,M_25th,GS04,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,6,641
,W001,6200020931,M_25th,GS05,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,42,641
,W001,6200020931,M_25th,GN05,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,12,641
,W001,6200020931,M_25th,GN06,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,12,641
,W001,6200020931,M_25th,GW02,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,24,641
,W001,6200020931,M_25th,GS07,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,186,641
,W001,6200020931,M_25th,GW01,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,18,641
,W001,6200020928,M_15th,GN06,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,18,641
,W001,6200020928,M_15th,GS04,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,126,641
,W001,6200020928,M_15th,GS05,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,84,641
,W001,6200020928,M_15th,GN05,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,36,641
,W001,6200020928,M_15th,GW01,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,18,641
,W001,6200020928,M_15th,GW02,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,30,641
,W001,6200020928,M_15th,GS07,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,276,641
,W001,6200020928,M_15th,GN03,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,48,641
,W001,6200020928,M_15th,GN02,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,48,641
,W001,6200020931,M_25th,GN02,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,36,641
,W001,6200020931,M_25th,GN03,"RIVIERA SPRINT HI SPEED 6""WHT EX.FAN",RIVSPRINTHS6WHT,36,641
,W001,6200016887,M_15th,GN01,S-CARTON MOTOR 1/U TWIRL COLOURED PRINTE,S-102001257,2,2
,W001,6700002344,M_15th,GN01,"S-MOUNT BREEZE DECO 48""MOTOR+ACCESS OPW",S-90000111,5,0
,W001,6700002344,M_15th,GW06,"S-MOUNT BREEZE DECO 48""MOTOR+ACCESS OPW",S-90000111,10,0
,W001,6700002277,M_15th,GE05,S-ALPHABRIZ 1200MM WOUND STATOR+SHAFT,S-90000248,30,280
,W001,6700002352,M_15th,GS07,S-MOUNT AIR MOTOR 100MM,S-90000287,75,0
,W001,6700002352,M_15th,GN04,S-MOUNT AIR MOTOR 100MM,S-90000287,10,0
,W001,6700002352,M_15th,GS02,S-MOUNT AIR MOTOR 150MM,S-90000288,6,0
,W001,6700002352,M_15th,GS07,S-MOUNT AIR MOTOR 150MM,S-90000288,75,0
,W001,6700002352,M_15th,GN04,S-MOUNT AIR MOTOR 150MM,S-90000288,20,0
,W001,6700002352,M_15th,GN01,S-MOUNT AIR MOTOR 150MM,S-90000288,150,0
,W001,6700002352,M_15th,GN01,S-MOUNT AIR MOTOR 150MM,S-90000288,225,0
,W001,6700002352,M_15th,GS01,S-BRISKAIRHS 150 MOTOR IVY,S-90000299,5,0
,W001,6700002352,M_15th,GS01,S-BRISKAIRHS 150 MOTOR IVY,S-90000299,5,0
,W001,6700002352,M_15th,GS01,S-BRISKAIRHS 150 MOTOR IVY,S-90000299,10,0
,W001,6700002352,M_15th,GS03,S-BRISKAIRHS 150 MOTOR IVY,S-90000299,10,0
,W001,6700002352,M_15th,GE01,S-BRISKAIRHS 150 MOTOR IVY,S-90000299,30,0
,W001,6700002352,M_15th,GS07,S-BRISKAIRHS 200 MOTOR IVY,S-90000306,75,0
,W001,6700002344,M_15th,GS02,S-BRIZAIR 1200 BLADE SET BRN,S-90000319,4,54
,W001,6700002344,M_15th,GW01,S-BRIZAIR 1200 BLADE SET BRN,S-90000319,50,54
,W001,6700002277,M_15th,GN01,S-BRIZAIR 1200 BLADE SET OPW,S-90000321,8,55
,W001,6700002277,M_15th,GW06,S-BRIZAIR 1200 BLADE SET OPW,S-90000321,7,55
,W001,6700002277,M_15th,GW06,S-BRIZAIR 1200 BLADE SET OPW,S-90000321,3,55
,W001,6700002277,M_15th,GN01,S-BRIZAIR 1200 BLADE SET OPW,S-90000321,7,55
,W001,6700002277,M_15th,GW06,S-BRIZAIR 1200 BLADE SET OPW,S-90000321,7,55
,W001,6700002344,M_15th,GN05,S-BRIZAIR 1200 BLADE SET OPW,S-90000321,50,55
,W001,6700002344,M_15th,GW06,S-BRIZAIR 1200 BOTTOM E/S -BRN,S-90000322,10,0
,W001,6700002344,M_15th,GN05,S-BRIZAIR 1200 CANOPY BRN,S-90000325,48,48
,W001,6700002277,M_15th,GW06,S-BRIZAIR 1200 CANOPY OPW,S-90000327,20,48
,W001,6700002344,M_15th,GN05,S-BRIZAIR 1200 CANOPY OPW,S-90000327,48,48
,W001,6700002344,M_15th,GS05,S-BRIZAIR 1200 DOWNROD IVY,S-90000329,1,0
,W001,6700002277,M_15th,GN01,S-BRIZAIR 1200 MOTOR BRN- WOR + ACCESS,S-90000333,252,14
,W001,6700002344,M_15th,GS01,S-BRIZAIR 1200 MOTOR BRN- WOR + ACCESS,S-90000333,4,14
,W001,6700002344,M_15th,GS01,S-BRIZAIR 1200 MOTOR BRN- WOR + ACCESS,S-90000333,14,14
,W001,6700002277,M_15th,GN01,S-BRIZAIR 1200 MOTOR IVY- WOR + ACCESS,S-90000336,52,0
,W001,6700002277,M_15th,GN01,S-BRIZAIR 1200 MOTOR OPW - WOR+ACCESS,S-90000338,200,0
,W001,6700002344,M_15th,GS04,S-BRIZAIR 12000MM CARTON BLADE 4/U,S-90000340,1,0
,W001,6700002344,M_15th,GN05,S-BRIZAIR 1400 BLADE SET BRN,S-90000342,24,24
,W001,6700002277,M_15th,GW01,S-BRIZAIR 1400 BLADE SET IVORY,S-90000343,6,13
,W001,6700002344,M_15th,GN01,S-BRIZAIR 1400 BLADE SET IVORY,S-90000343,7,13
,W001,6700002344,M_15th,GN05,S-BRIZAIR 1400 BLADE SET OPAL WHT,S-90000344,24,24
,W001,6700002344,M_15th,GS02,S-BRIZAIR 600 MOTOR BRN- WOR + ACCESS,S-90000361,4,37
,W001,6700002344,M_15th,GS02,S-BRIZAIR 600 MOTOR BRN- WOR + ACCESS,S-90000361,2,37
,W001,6700002344,M_15th,GS01,S-BRIZAIR 600 MOTOR BRN- WOR + ACCESS,S-90000361,33,37
,W001,6700002344,M_15th,GS01,S-BRIZAIR 600 MOTOR BRN- WOR + ACCESS,S-90000361,8,37
,W001,6700002277,M_15th,GW01,S-BRIZAIR 600MM BLADE SET IVY,S-90000365,8,3
,W001,6700002277,M_15th,GW01,S-BRIZAIR 600MM BLADE SET OPW,S-90000366,2,2
,W001,6700002344,M_15th,GN05,S-BRIZAIR 600MM WOUND STATOR WITH SHAFT,S-90000376,108,132
,W001,6700002344,M_15th,GS04,S-BRIZAIR 900/1050/1200 CARTON SECONDARY,S-90000384,6,0
,W001,6700002277,M_15th,GW06,S-BRIZAIR 900/1050/1200 TOP E/S - BRN,S-90000387,10,0
,W001,6700002344,M_15th,GW01,S-BRIZAIR 900MM BLADE SET IVY,S-90000391,78,78
,W001,6700002277,M_15th,GW01,S-BRIZAIR 900MM BLADE SET OPW,S-90000392,28,68
,W001,6700002344,M_15th,GW01,S-BRIZAIR 900MM BLADE SET OPW,S-90000392,40,68
,W001,6700002344,M_15th,GW06,S-BRIZAIR 900MM MOTOR IVY- WOR + ACCESS,S-90000400,15,0
,W001,6700002277,M_15th,GW06,S-BRIZAIR 900MM MOTOR OPW - WOR+ACCESS,S-90000402,10,10
,W001,6700002344,M_15th,GW06,S-BRIZAIR 900MM MOTOR OPW - WOR+ACCESS,S-90000402,15,10
,W001,6700002344,M_15th,GN01,S-BRIZAIR 900MM MOTOR OPW - WOR+ACCESS,S-90000402,10,10
,W001,6700002344,M_15th,GS04,S-BRIZAIR DECO 1200 4/U MOTOR CARTON,S-90000406,2,0
,W001,6700002277,M_15th,GN01,S-BRIZAIR DECO 1200 BLADE BRN,S-90000407,4,4
,W001,6700002277,M_15th,GW01,S-BRIZAIR DECO 1200 BLADE IVY,S-90000408,12,14
,W001,6700002277,M_15th,GW01,S-BRIZAIR DECO 1200 BLADE IVY,S-90000408,14,14
,W001,6700002277,M_15th,GN01,S-BRIZAIR DECO 1200 BLADE OPW,S-90000409,1,10
,W001,6700002344,M_15th,GN01,S-BRIZAIR DECO 1200 MOTOR BRN,S-90000410,4,0
,W001,6700002344,M_15th,GN01,S-BRIZAIR DECO 1200 MOTOR BRN,S-90000410,3,0
,W001,6700002361,M_15th,GS02,S-CB 1200MM MOTOR IVY-WOR,S-90000456,4,4
,W001,6700002361,M_15th,GS02,S-CB 1200MM MOTOR LUSTER BRN-WOR,S-90000459,68,68
,W001,6700002277,M_15th,GW07,S-CB 1400MM BLADE LUSTRE BROWN,S-90000467,4,4
,W001,6700002346,M_15th,GN04,S-CB 900/1050/1200 MM WND STR WITH SHAFT,S-90000494,20,773
,W001,6700002414,M_15th,GS01,S-CB 900/1050/1200 MM WND STR WITH SHAFT,S-90000494,120,773
,W001,6700002414,M_15th,GW01,S-CB CANOPY IVY,S-90000510,50,0
,W001,6700002414,M_15th,GW01,S-CB CANOPY OPW,S-90000512,50,0
,W001,6700002277,M_15th,GS02,"S-CB CARTON BLADE 48"" S/U",S-90000514,64,37
,W001,6700002277,M_15th,GS02,"S-CB CARTON MOTOR 48"" 4/U",S-90000515,16,24
,W001,6700002394,M_15th,GS04,"S-CB CARTON MOTOR 48"" 4/U",S-90000515,10,24
,W001,6700002394,M_15th,GS06,"S-CB CARTON MOTOR 48"" 4/U",S-90000515,2,24
,W001,6700002394,M_15th,GS06,"S-CB CARTON MOTOR 48"" S/U",S-90000516,8,16
,W001,6700002361,M_15th,GS02,S-CB DECO 1200MM MOTOR LST BRN-WOR ACCES,S-90000521,4,4
,W001,6700002394,M_15th,GS04,S-CB DECO CARTON BOX 4/U,S-90000530,30,34
,W001,6700002394,M_15th,GS05,S-CB DECO CARTON BOX 4/U,S-90000530,1,34
,W001,6700002394,M_15th,GS06,S-CB DECO CARTON BOX 4/U,S-90000530,3,34
,W001,6700002394,M_15th,GS06,S-CB DECO CARTON BOX MOTOR S/U,S-90000531,12,12
,W001,6700002277,M_15th,GW06,S-CLASSIC COOLER MOTOR,S-90000579,12,544
,W001,6700002348,M_15th,GN02,S-CLASSIC COOLER MOTOR,S-90000579,284,544
,W001,6700002348,M_15th,GN01,S-CLASSIC COOLER MOTOR,S-90000579,12,544
,W001,6700002336,M_15th,GN01,S-CLASSIC COOLER MOTOR,S-90000579,400,544
,W001,6700002336,M_15th,GN01,S-CLASSIC COOLER MOTOR,S-90000579,476,544
,W001,6700002410,M_15th,GN02,S-CLASSIC COOLER MOTOR,S-90000579,544,544
,W001,6700002348,M_15th,GS05,S-DRIFTAIR 12” CARTON,S-90000601,2,22
,W001,6700002348,M_15th,GS06,S-DRIFTAIR 12” MOTOR,S-90000604,20,35
,W001,6700002348,M_15th,GS02,S-DRIFTAIR 12” MOTOR,S-90000604,10,35
,W001,6700002348,M_15th,GS01,S-DRIFTAIR 12” MOTOR,S-90000604,5,35
,W001,6700002336,M_15th,GS02,S-DRIFTAIR 12” MOTOR,S-90000604,5,35
,W001,6700002348,M_15th,GW05,S-DRIFTAIR 9” ARMS,S-90000611,2,2
,W001,6700002348,M_15th,GS06,S-DRIFTAIR 9” CARTON,S-90000612,12,60
,W001,6700002348,M_15th,GS02,S-DRIFTAIR 9” METAL BLADE,S-90000614,4,4
,W001,6700002348,M_15th,GS02,S-DRIFTAIR 9” MOTOR,S-90000615,15,20
,W001,6700002348,M_15th,GS01,S-DRIFTAIR 9” MOTOR,S-90000615,5,20
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" BACK MOTOR COVER PF/TF",S-90000666,50,130
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" BACK MOTOR COVER WM",S-90000667,50,145
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" BLADE PF/TF/WM",S-90000672,100,112
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" BLADE PF/TF/WM",S-90000672,12,112
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" BLADE PF/TF/WM",S-90000672,60,112
,W001,6700002393,M_15th,GE01,"S-FIZZAIR 16"" FRONT MOTOR COVER PF/TF",S-90000680,100,150
,W001,6700002393,M_15th,GS02,"S-FIZZAIR 16"" FRONT MOTOR COVER PF/TF",S-90000680,40,150
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" FRONT MOTOR COVER PF/TF",S-90000680,50,150
,W001,6700002393,M_15th,GW07,"S-FIZZAIR 16"" FRONT MOTOR COVER PF/TF",S-90000680,50,150
,W001,6700002393,M_15th,GE01,"S-FIZZAIR 16"" FRONT MOTOR COVER WM",S-90000681,100,150
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" FRONT MOTOR COVER WM",S-90000681,50,150
,W001,6700002393,M_15th,GN02,"S-FIZZAIR 16"" GEAR BOX PF/TF",S-90000682,3,350
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" GEAR BOX PF/TF",S-90000682,350,350
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" GEAR BOX PF/TF",S-90000682,200,350
,W001,6700002393,M_15th,GS01,"S-FIZZAIR 16"" GUARD SET PF/TF/WM",S-90000685,10,0
,W001,6700002393,M_15th,GN01,"S-FIZZAIR 16"" JUNCTION BOX ASSEMBLY PF",S-90000687,15,30
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" JUNCTION BOX ASSEMBLY PF",S-90000687,30,30
,W001,6700002277,M_15th,GW07,"S-FIZZAIR 16"" MOTOR PF/TF",S-90000688,50,0
,W001,6700002277,M_15th,GW01,"S-FIZZAIR 16"" MOTOR PF/TF",S-90000688,50,0
,W001,6700002277,M_15th,GN01,"S-FIZZAIR 16"" MOTOR WM",S-90000689,150,2
,W001,6700002277,M_15th,GE05,"S-FIZZAIR 16"" MOTOR WM",S-90000689,2,2
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" MOUNTING NECK PF/TF/WM",S-90000691,50,50
,W001,6700002277,M_15th,GW01,"S-FIZZAIR 16"" PIANO SWITCH PF/TF",S-90000693,20,70
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" PIANO SWITCH PF/TF",S-90000693,50,70
,W001,6700002277,M_15th,GE05,"S-FIZZAIR 16"" ROTARY SWITCH WM",S-90000694,70,169
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" ROTARY SWITCH WM",S-90000694,100,169
,W001,6700002393,M_15th,GN01,"S-FIZZAIR 16"" SPEED KNOB WM",S-90000696,20,40
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" SPEED KNOB WM",S-90000696,40,40
,W001,6700002393,M_15th,GW01,"S-FIZZAIR 16"" SPEED KNOB WM",S-90000696,20,40
,W001,6700002277,M_15th,GN01,"S-FIZZAIR 16"" WM BASE",S-90000697,20,20
,W001,6700002393,M_15th,GN01,"S-FIZZAIR 16"" WM BASE",S-90000697,10,20
,W001,6700002277,M_15th,GN01,"S-FIZZAIR-WM 12"" 3 SPEED SWITCH",S-90000698,50,90
,W001,6700002393,M_15th,GW01,"S-FIZZAIR-WM 12"" 3 SPEED SWITCH",S-90000698,40,90
,W001,6700002393,M_15th,GW01,"S-FIZZAIR-WM 12"" 3 SPEED SWITCH",S-90000698,30,90
,W001,6700002393,M_15th,GW01,"S-FIZZAIR-WM 12"" CAPACITOR 2MFD(BOX TYPE",S-90000700,50,50
,W001,6700002393,M_15th,GW01,"S-FIZZAIR-WM 12"" CAPACITOR 2MFD(BOX TYPE",S-90000700,50,50
,W001,6700002393,M_15th,GN02,"S-FIZZAIR-WM 12"" PLASTIC BLADE OPW",S-90000708,3,0
,W001,6700002277,M_15th,GS02,"S-FIZZAIR-WM 12"" ROTARY SWITCH",S-90000710,10,0
,W001,6700002393,M_15th,GS02,"S-FIZZAIR-WM 12"" ROTARY SWITCH",S-90000710,8,0
,W001,6700002393,M_15th,GS02,"S-FIZZAIR-WM 12"" ROTARY SWITCH",S-90000710,20,0
,W001,6700002393,M_15th,GN01,"S-FIZZAIR-WM 12"" ROTARY SWITCH",S-90000710,30,0
,W001,6700002393,M_15th,GN02,"S-FIZZAIR-WM 12"" ROTARY SWITCH",S-90000710,3,0
,W001,6700002393,M_15th,GW01,"S-FIZZAIR-WM 12"" ROTARY SWITCH",S-90000710,150,0
,W001,6700002277,M_15th,GE04,"S-FIZZAIR-WM 12"" SHOW CAP FRONT OPW",S-90000711,50,100
,W001,6700002277,M_15th,GE05,"S-FIZZAIR-WM 12"" SYNCHRONOUS MOTOR",S-90000714,5,90
,W001,6700002393,M_15th,GN02,"S-FIZZAIR-WM 12"" SYNCHRONOUS MOTOR",S-90000714,6,90
,W001,6700002393,M_15th,GW01,"S-FIZZAIR-WM 12"" SYNCHRONOUS MOTOR",S-90000714,40,90
,W001,6700002393,M_15th,GS02,"S-FIZZAIR-WM 12"" SYNCHRONOUS MOTOR",S-90000714,40,90
,W001,6700002393,M_15th,GW01,"S-FIZZAIR-WM 12"" SYNCHRONOUS MOTOR",S-90000714,90,90
,W001,6700002336,M_15th,GE05,"S-FLUX AIR 6"" MOTOR ASSEMBLY",S-90000757,10,0
,W001,6700002336,M_15th,GE01,"S-FLUX AIR 6"" MOTOR ASSEMBLY",S-90000757,20,0
,W001,6700002336,M_15th,GE04,"S-FLUX AIR 6"" MOTOR ASSEMBLY",S-90000757,30,0
,W001,6700002348,M_15th,GS02,"S-FLUX AIR 9"" MOTOR ASSEMBLY",S-90000763,10,10
,W001,6700002277,M_15th,GN01,S-FLYLEAF 1200MM BLADE EMBER,S-90000765,3,11
,W001,6700002344,M_15th,GS02,S-FLYLEAF 1200MM BLADE EMBER,S-90000765,4,11
,W001,6700002344,M_15th,GW01,S-FLYLEAF 1200MM BLADE EMBER,S-90000765,4,11
,W001,6700002277,M_15th,GN01,S-FLYLEAF 1200MM BLADE SILVER WHT,S-90000766,10,14
,W001,6700002344,M_15th,GS02,S-FLYLEAF 1200MM BLADE SILVER WHT,S-90000766,4,14
,W001,6700002344,M_15th,GS01,S-FLYLEAF 1200MM MOTOR EMBER-WOR+ACCESS,S-90000767,4,18
,W001,6700002344,M_15th,GS01,S-FLYLEAF 1200MM MOTOR EMBER-WOR+ACCESS,S-90000767,14,18
,W001,6700002344,M_15th,GN01,S-FLYLEAF 1200MM MOTOR EMBER-WOR+ACCESS,S-90000767,4,18
,W001,6700002344,M_15th,GN01,S-FLYLEAF 1200MM MOTOR EMBER-WOR+ACCESS,S-90000767,10,18
,W001,6700002277,M_15th,GW01,S-FLYLEAF 1200MM WOUND STATOR WITH SHAFT,S-90000769,2,4
,W001,6700002277,M_15th,GW06,S-FLYLEAF 1200MM WOUND STATOR WITH SHAFT,S-90000769,2,4
,W001,6700002277,M_15th,GN01,S-FLYLEAF CANOPY EMBER,S-90000772,5,0
,W001,6700002360,M_15th,GN05,S-HDEF300 1PH6PL MOTOR,S-90000782,6,6
,W001,6700002347,M_15th,GW01,S-HDEF300 BLADE ASSLY.,S-90000787,2,2
,W001,6700002277,M_15th,GN01,S-HDEF380 1PH4PL MOTOR,S-90000794,46,29
,W001,6700002347,M_15th,GW01,S-HDEF380 1PH4PL MOTOR,S-90000794,6,29
,W001,6700002347,M_15th,GN04,S-HDEF380 1PH4PL MOTOR,S-90000794,20,29
,W001,6700002360,M_15th,GN02,S-HDEF380 1PH4PL MOTOR,S-90000794,3,29
,W001,6700002360,M_15th,GN05,S-HDEF380 1PH6PL MOTOR,S-90000795,6,6
,W001,6700002347,M_15th,GW01,S-HDEF380 BLADE ASSLY.,S-90000800,4,60
,W001,6700002360,M_15th,GN05,S-HDEF380 BLADE ASSLY.,S-90000800,6,60
,W001,6700002408,M_15th,GN02,S-HDEF380 BLADE ASSLY.,S-90000800,50,60
,W001,6700002277,M_15th,GN01,S-HDEF450 1PH4PL MOTOR,S-90000807,35,86
,W001,6700002277,M_15th,GN01,S-HDEF450 1PH4PL MOTOR,S-90000807,15,86
,W001,6700002347,M_15th,GW01,S-HDEF450 1PH4PL MOTOR,S-90000807,28,86
,W001,6700002347,M_15th,GN04,S-HDEF450 1PH4PL MOTOR,S-90000807,30,86
,W001,6700002347,M_15th,GW01,S-HDEF450 1PH4PL MOTOR,S-90000807,8,86
,W001,6700002408,M_15th,GN05,S-HDEF450 1PH4PL MOTOR,S-90000807,20,86
,W001,6700002347,M_15th,GW01,S-HDEF450 3PH4PL MOTOR,S-90000809,1,2
,W001,6700002347,M_15th,GW01,S-HDEF450 3PH4PL MOTOR,S-90000809,1,2
,W001,6700002347,M_15th,GS06,S-HDEF450 BLADE ASSLY,S-90000814,2,78
,W001,6700002347,M_15th,GW01,S-HDEF450 BLADE ASSLY,S-90000814,20,78
,W001,6700002347,M_15th,GS02,S-HDEF450 BLADE ASSLY,S-90000814,2,78
,W001,6700002347,M_15th,GW01,S-HDEF450 BLADE ASSLY,S-90000814,30,78
,W001,6700002360,M_15th,GN05,S-HDEF450 BLADE ASSLY,S-90000814,24,78
,W001,6700002347,M_15th,GN04,S-HDEF450 CAPACITOR 3.00MFD,S-90000815,20,20
