Traffic light,Shipping Point/Receiving Pt,Originating document,STPO_Cut_Off,Plant,Description,Material,Open quantity,Unrestricted
,W001,6200020931,M_25th,GW01,"BRISK AIR HIGH SPEED 200 MM (8"") FAN IVY",BRISKAIR8HSIVYN,24,0
,W001,6200020928,M_15th,GS06,"BRISK AIR HIGH SPEED 200 MM (8"") FAN IVY",BRISKAIR8HSIVYN,64,0
,W001,6200020928,M_15th,GW01,"BRISK AIR HIGH SPEED 200 MM (8"") FAN IVY",BRISKAIR8HSIVYN,32,0
,W001,6200020931,M_25th,GW02,"BRISK AIR HIGH SPEED 200 MM (8"") FAN WHT",BRISKAIR8HSWHTN,24,8
,W001,6200020931,M_25th,GW01,"BRISK AIR HIGH SPEED 200 MM (8"") FAN WHT",BRISKAIR8HSWHTN,32,8
,W001,6200020928,M_15th,GW01,"BRISK AIR HIGH SPEED 200 MM (8"") FAN WHT",BRISKAIR8HSWHTN,8,8
,W001,6200020928,M_15th,GW02,"BRISK AIR HIGH SPEED 200 MM (8"") FAN WHT",BRISKAIR8HSWHTN,32,8
,W001,6200021072,M_15th,GW01,"BRISK AIR HIGH SPEED 200 MM (8"") FAN WHT",BRISKAIR8HSWHTN,8,8
,W001,6200020931,M_25th,GW01,"BRISK AIR PLUS 6"" BROWN VENTILATING FAN",BRISKAIRPLUS6BRN,32,0
,W001,6200020928,M_15th,GW01,"BRISK AIR PLUS 6"" BROWN VENTILATING FAN",BRISKAIRPLUS6BRN,48,0
,W001,6200020928,M_15th,GE04,"BRISK AIR PLUS 6"" BROWN VENTILATING FAN",BRISKAIRPLUS6BRN,16,0
,W001,6200020931,M_25th,GE04,"BRISK AIR PLUS 6"" BROWN VENTILATING FAN",BRISKAIRPLUS6BRN,8,0
,W001,6200020931,M_25th,GW01,"BRISK AIR PLUS 6"" IVORY VENTILATING FAN",BRISKAIRPLUS6IVY,16,0
,W001,6200020928,M_15th,GW01,"BRISK AIR PLUS 6"" IVORY VENTILATING FAN",BRISKAIRPLUS6IVY,24,0
,W001,6200020832,M_15th,GE01,"BRISK AIR PLUS 6"" WHITE VENTILATING FAN",BRISKAIRPLUS6WHT,6,3432
,W001,6200021072,M_15th,GS02,"BRISK AIR PLUS 6"" WHITE VENTILATING FAN",BRISKAIRPLUS6WHT,300,3432
,W001,6200021072,M_15th,GS02,"BRISK AIR PLUS 8"" WHITE VENTILATING FAN",BRISKAIRPLUS8WHT,200,1416
,W001,6200021072,M_15th,GW01,"BRISK AIR PLUS 8"" WHITE VENTILATING FAN",BRISKAIRPLUS8WHT,4,1416
,W001,6200020931,M_25th,GN06,BRIZAIR 600MM CF BROWN W/O REG,BRIZ24BRN,108,42
,W001,6200020931,M_25th,GN05,BRIZAIR 600MM CF BROWN W/O REG,BRIZ24BRN,8,42
,W001,6200020931,M_25th,GW03,BRIZAIR 600MM CF BROWN W/O REG,BRIZ24BRN,40,42
,W001,6200020931,M_25th,GW01,BRIZAIR 600MM CF BROWN W/O REG,BRIZ24BRN,156,42
,W001,6200020931,M_25th,GN02,BRIZAIR 600MM CF BROWN W/O REG,BRIZ24BRN,8,42
,W001,6200020931,M_25th,GN03,BRIZAIR 600MM CF BROWN W/O REG,BRIZ24BRN,216,42
,W001,6200020931,M_25th,GN01,BRIZAIR 600MM CF BROWN W/O REG,BRIZ24BRN,48,42
,W001,6200020931,M_25th,GN04,BRIZAIR 600MM CF BROWN W/O REG,BRIZ24BRN,60,42
,W001,6200020931,M_25th,GE01,BRIZAIR 600MM CF BROWN W/O REG,BRIZ24BRN,40,42
,W001,6200020931,M_25th,GS07,BRIZAIR 600MM CF IVORY W/O REG,BRIZ24IVY,76,0
,W001,6200020928,M_15th,GE05,BRIZAIR 600MM CF IVORY W/O REG,BRIZ24IVY,8,0
,W001,6200020928,M_15th,GE04,BRIZAIR 600MM CF IVORY W/O REG,BRIZ24IVY,12,0
,W001,6200020928,M_15th,GN03,BRIZAIR 600MM CF IVORY W/O REG,BRIZ24IVY,32,0
,W001,6200020931,M_25th,GN03,BRIZAIR 600MM CF IVORY W/O REG,BRIZ24IVY,44,0
,W001,6200020931,M_25th,GE04,BRIZAIR 600MM CF IVORY W/O REG,BRIZ24IVY,16,0
,W001,6200020931,M_25th,GE05,BRIZAIR 600MM CF IVORY W/O REG,BRIZ24IVY,8,0
,W001,6200020931,M_25th,GN06,BRIZAIR 600MM OPAL WHT- WOR,BRIZ24OPW,20,540
,W001,6200020931,M_25th,GN05,BRIZAIR 600MM OPAL WHT- WOR,BRIZ24OPW,4,540
,W001,6200020931,M_25th,GW05,BRIZAIR 600MM OPAL WHT- WOR,BRIZ24OPW,16,540
,W001,6200020928,M_15th,GE03,BRIZAIR 600MM OPAL WHT- WOR,BRIZ24OPW,4,540
,W001,6200020928,M_15th,GN03,BRIZAIR 600MM OPAL WHT- WOR,BRIZ24OPW,348,540
,W001,6200020931,M_25th,GN03,BRIZAIR 600MM OPAL WHT- WOR,BRIZ24OPW,212,540
,W001,6200020931,M_25th,GN04,BRIZAIR 600MM OPAL WHT- WOR,BRIZ24OPW,60,540
,W001,6200020931,M_25th,GE03,BRIZAIR 600MM OPAL WHT- WOR,BRIZ24OPW,8,540
,W001,6200020931,M_25th,GE02,BRIZAIR 600MM OPAL WHT- WOR,BRIZ24OPW,8,540
,W001,6200020931,M_25th,GN01,BRIZAIR 600MM OPAL WHT- WOR,BRIZ24OPW,492,540
,W001,6200020931,M_25th,GW02,BRIZAIR 900MM CF IVORY W/O REG,BRIZ36IVY,20,16
,W001,6200020931,M_25th,GN06,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,164,0
,W001,6200020931,M_25th,GW03,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,24,0
,W001,6200020931,M_25th,GW04,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,8,0
,W001,6200020931,M_25th,GW01,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,212,0
,W001,6200020931,M_25th,GW02,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,96,0
,W001,6200020928,M_15th,GN04,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,8,0
,W001,6200020928,M_15th,GN01,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,212,0
,W001,6200020928,M_15th,GE02,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,8,0
,W001,6200020928,M_15th,GN03,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,224,0
,W001,6200020931,M_25th,GN03,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,148,0
,W001,6200020931,M_25th,GN04,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,60,0
,W001,6200020931,M_25th,GE02,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,8,0
,W001,6200020931,M_25th,GN01,BRIZAIR 900MM OPAL WHT - WOR,BRIZ36OPW,328,0
,W001,6200020931,M_25th,GN06,BRIZAIR 1050MM CF BROWN W/O REG,BRIZ42BRN,16,4
,W001,6200020931,M_25th,GW02,BRIZAIR 1050MM CF BROWN W/O REG,BRIZ42BRN,20,4
,W001,6200020931,M_25th,GW01,BRIZAIR 1050MM CF BROWN W/O REG,BRIZ42BRN,208,4
,W001,6200020928,M_15th,GN06,BRIZAIR 1050MM CF BROWN W/O REG,BRIZ42BRN,24,4
,W001,6200020928,M_15th,GW02,BRIZAIR 1050MM CF BROWN W/O REG,BRIZ42BRN,32,4
,W001,6200020928,M_15th,GW01,BRIZAIR 1050MM CF BROWN W/O REG,BRIZ42BRN,112,4
,W001,6200020931,M_25th,GN06,BRIZAIR 1050MM OPAL WHT - WOR,BRIZ42OPW,16,16
,W001,6200020931,M_25th,GW02,BRIZAIR 1050MM OPAL WHT - WOR,BRIZ42OPW,20,16
,W001,6200020931,M_25th,GW01,BRIZAIR 1050MM OPAL WHT - WOR,BRIZ42OPW,192,16
,W001,6200020931,M_25th,GN06,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,1748,40
,W001,6200020931,M_25th,GN05,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,824,40
,W001,6200020931,M_25th,GS01,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,400,40
,W001,6200020931,M_25th,GW03,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,88,40
,W001,6200020931,M_25th,GW01,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,1244,40
,W001,6200020931,M_25th,GS07,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,188,40
,W001,6200020931,M_25th,GW02,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,48,40
,W001,6200020928,M_15th,GN04,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,28,40
,W001,6200020928,M_15th,GN06,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,1052,40
,W001,6200020928,M_15th,GW02,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,464,40
,W001,6200020928,M_15th,GN01,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,92,40
,W001,6200020928,M_15th,GN02,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,124,40
,W001,6200020928,M_15th,GN03,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,3072,40
,W001,6200020931,M_25th,GN03,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,2048,40
,W001,6200020931,M_25th,GN02,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,84,40
,W001,6200020931,M_25th,GN04,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,20,40
,W001,6200020931,M_25th,GN01,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,2460,40
,W001,6200021072,M_15th,GN05,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,1000,40
,W001,6200021072,M_15th,GN01,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,2400,40
,W001,6200021072,M_15th,GN03,BRIZAIR 1200 BRN W/O REG CF,BRIZ48BRN,4000,40
,W001,6200020931,M_25th,GS05,BRIZAIR 1200MM IVY CF W/O REG,BRIZ48IVY,40,40
,W001,6200020931,M_25th,GS01,BRIZAIR 1200MM IVY CF W/O REG,BRIZ48IVY,148,40
,W001,6200020931,M_25th,GN06,BRIZAIR 1200MM IVY CF W/O REG,BRIZ48IVY,308,40
,W001,6200020931,M_25th,GW02,BRIZAIR 1200MM IVY CF W/O REG,BRIZ48IVY,40,40
,W001,6200020931,M_25th,GN03,BRIZAIR 1200MM IVY CF W/O REG,BRIZ48IVY,112,40
,W001,6200020931,M_25th,GE05,BRIZAIR 1200MM IVY CF W/O REG,BRIZ48IVY,8,40
,W001,6200020931,M_25th,GN01,BRIZAIR 1200MM IVY CF W/O REG,BRIZ48IVY,248,40
,W001,6200020931,M_25th,GN06,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,4,188
,W001,6200020931,M_25th,GN05,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,468,188
,W001,6200020931,M_25th,GW03,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,76,188
,W001,6200020931,M_25th,GW01,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,36,188
,W001,6200020931,M_25th,GW02,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,416,188
,W001,6200020928,M_15th,GN04,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,28,188
,W001,6200020928,M_15th,GN06,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,1332,188
,W001,6200020928,M_15th,GN01,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,1832,188
,W001,6200020928,M_15th,GN02,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,84,188
,W001,6200020928,M_15th,GN03,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,1720,188
,W001,6200020931,M_25th,GN03,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,1148,188
,W001,6200020931,M_25th,GN02,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,40,188
,W001,6200020931,M_25th,GN04,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,20,188
,W001,6200020931,M_25th,GN01,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,1312,188
,W001,6200021072,M_15th,GN05,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,1500,188
,W001,6200021072,M_15th,GN01,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,2000,188
,W001,6200021072,M_15th,GN04,BRIZAIR 1200MM OPAL WHT - WOR,BRIZ48OPW,2000,188
,W001,6200020931,M_25th,GN06,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,124,0
,W001,6200020931,M_25th,GW03,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,80,0
,W001,6200020931,M_25th,GW01,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,76,0
,W001,6200020931,M_25th,GW02,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,40,0
,W001,6200020928,M_15th,GN06,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,48,0
,W001,6200020928,M_15th,GN05,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,248,0
,W001,6200020928,M_15th,GW02,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,60,0
,W001,6200020928,M_15th,GW03,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,116,0
,W001,6200020928,M_15th,GN01,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,492,0
,W001,6200020928,M_15th,GN02,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,56,0
,W001,6200020928,M_15th,GN03,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,236,0
,W001,6200020931,M_25th,GN03,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,156,0
,W001,6200020931,M_25th,GN02,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,36,0
,W001,6200020931,M_25th,GN05,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,164,0
,W001,6200020931,M_25th,GN01,BRIZAIR 1400MM OPAL WHT - WOR,BRIZ56OPW,328,0
,W001,6200020928,M_15th,GN03,BRIZAIR DECO 1200MM BRN CF W/O REG,BRIZDEC48BRNN,20,36
,W001,6200020931,M_25th,GN03,BRIZAIR DECO 1200MM BRN CF W/O REG,BRIZDEC48BRNN,12,36
,W001,6200020931,M_25th,GW03,BRIZAIR DECO 1200MM IVY CF W/O REG,BRIZDEC48IVY,40,0
,W001,6200020931,M_25th,GW02,BRIZAIR DECO 1200MM IVY CF W/O REG,BRIZDEC48IVY,20,0
,W001,6200020931,M_25th,GW01,BRIZAIR DECO 1200MM IVY CF W/O REG,BRIZDEC48IVY,76,0
,W001,6200020928,M_15th,GW02,BRIZAIR DECO 1200MM IVY CF W/O REG,BRIZDEC48IVY,32,0
,W001,6200020928,M_15th,GW03,BRIZAIR DECO 1200MM IVY CF W/O REG,BRIZDEC48IVY,56,0
,W001,6200020928,M_15th,GW01,BRIZAIR DECO 1200MM IVY CF W/O REG,BRIZDEC48IVY,92,0
,W001,6200020928,M_15th,GN03,BRIZAIR DECO 1200MM IVY CF W/O REG,BRIZDEC48IVY,52,0
,W001,6200020931,M_25th,GN03,BRIZAIR DECO 1200MM IVY CF W/O REG,BRIZDEC48IVY,36,0
,W001,6200020931,M_25th,GW02,BRIZAIR DECO 1200MM OPAL WHT CF W/O REG,BRIZDEC48OPW,20,48
,W001,6200020928,M_15th,GN03,BRIZAIR DECO 1200MM OPAL WHT CF W/O REG,BRIZDEC48OPW,4,48
,W001,6200020931,M_25th,GN03,BRIZAIR DECO 1200MM OPAL WHT CF W/O REG,BRIZDEC48OPW,24,48
,W001,6200021039,M_15th,GN04,CALIBER 1200MM CF SSBB,CAL48SSBB,24,0
,W001,6200021058,M+1_7th,GN06,COOL BREEZE 600MM CF IVORY WOR,CB24IVY,40,552
,W001,6200021058,M+1_7th,GW01,COOL BREEZE 600MM CF IVORY WOR,CB24IVY,36,552
,W001,6200021058,M+1_7th,GW03,COOL BREEZE 600MM CF IVORY WOR,CB24IVY,188,552
,W001,6200021058,M+1_7th,GN04,COOL BREEZE 600MM CF LUSTRE BROWN WOR,CB24LB,64,1556
,W001,6200021058,M+1_7th,GN04,COOL BREEZE 600MM OPALWHT -WOR,CB24OPW,164,1912
,W001,6200021058,M+1_7th,GN06,COOL BREEZE 600MM OPALWHT -WOR,CB24OPW,208,1912
,W001,6200021058,M+1_7th,GN06,COOL BREEZE 600MM OPALWHT -WOR,CB24OPW,72,1912
,W001,6200021058,M+1_7th,GE02,COOL BREEZE 600MM OPALWHT -WOR,CB24OPW,12,1912
,W001,6200021058,M+1_7th,GW01,COOL BREEZE 600MM OPALWHT -WOR,CB24OPW,136,1912
,W001,6200021058,M+1_7th,GW02,COOL BREEZE 600MM OPALWHT -WOR,CB24OPW,192,1912
,W001,6200021058,M+1_7th,GW02,COOL BREEZE 600MM OPALWHT -WOR,CB24OPW,204,1912
,W001,6200021058,M+1_7th,GW03,COOL BREEZE 600MM OPALWHT -WOR,CB24OPW,192,1912
,W001,6200021058,M+1_7th,GW03,COOL BREEZE 600MM OPALWHT -WOR,CB24OPW,268,1912
,W001,6200020931,M_25th,GW05,COOL BREEZE 900MM OPALWHT -WOR,CB36OPW,12,120
,W001,6200020931,M_25th,GW02,COOL BREEZE 900MM OPALWHT -WOR,CB36OPW,4,120
,W001,6200020931,M_25th,GN03,COOL BREEZE 900MM OPALWHT -WOR,CB36OPW,28,120
,W001,6200020931,M_25th,GN04,COOL BREEZE 900MM OPALWHT -WOR,CB36OPW,68,120
,W001,6200020931,M_25th,GE01,COOL BREEZE 900MM OPALWHT -WOR,CB36OPW,20,120
,W001,6200021058,M+1_7th,GS04,COOL BREEZE 1200MM IVORY,CB48IVY,2,2010
,W001,6200020832,M_15th,GE01,COOL BREEZE 1200MM LUSTRE BROWN W/O REG,CB48LB,1,2360
,W001,6200021058,M+1_7th,GS02,COOL BREEZE 1200MM LUSTRE BROWN W/O REG,CB48LB,1496,2360
,W001,6200021058,M+1_7th,GS07,COOL BREEZE 1200MM LUSTRE BROWN W/O REG,CB48LB,716,2360
,W001,6200021058,M+1_7th,GS02,COOL BREEZE 1200MM OPALWHT -WOR,CB48OPW,236,2544
,W001,6200021058,M+1_7th,GS07,COOL BREEZE 1200MM OPALWHT -WOR,CB48OPW,364,2544
,W001,6200020931,M_25th,GE02,COOL BREEZE 1400MM OPALWHT -WOR,CB56OPW,8,8
,W001,6200020931,M_25th,GE01,COOL BREEZE 1400MM OPALWHT -WOR,CB56OPW,4,8
,W001,6200020905,M_15th,GW04,DIGNITA ANTI DUST 1200MM CARAMEL,DIGNITAAD48CRML,44,44
,W001,6200020905,M_15th,GW04,DIGNITA ANTI DUST 1200MM SNOW ONYX,DIGNITAAD48SONX,44,44
,W001,6200020832,M_15th,GE02,DRIFTAIR PLUS 300MM MET BLD & GUARD,DRIFTAIRPLUS12OPW,1,1060
,W001,6200020931,M_25th,GS03,DRIFTAIR PLUS 300MM MET BLD & GUARD,DRIFTAIRPLUS12OPW,12,1060
,W001,6200020931,M_25th,GW02,DRIFTAIR PLUS 300MM MET BLD & GUARD,DRIFTAIRPLUS12OPW,28,1060
,W001,6200020931,M_25th,GE04,DRIFTAIR PLUS 300MM MET BLD & GUARD,DRIFTAIRPLUS12OPW,4,1060
,W001,6200021058,M+1_7th,GE05,DRIFTAIR PLUS 300MM MET BLD & GUARD,DRIFTAIRPLUS12OPW,3,1060
,W001,6200020931,M_25th,GE02,DRIFTAIR PLUS 150MM MET BLD & GUARD,DRIFTAIRPLUS6OPW,24,6
,W001,6200020931,M_25th,GS02,DRIFTAIR PLUS 225MM MET BLD & GUARD,DRIFTAIRPLUS9OPW,192,1772
,W001,6200020931,M_25th,GE04,DRIFTAIR PLUS 225MM MET BLD & GUARD,DRIFTAIRPLUS9OPW,28,1772
,W001,6200020931,M_25th,GE03,DRIFTAIR PLUS 225MM MET BLD & GUARD,DRIFTAIRPLUS9OPW,8,1772
,W001,6200020931,M_25th,GE02,DRIFTAIR PLUS 225MM MET BLD & GUARD,DRIFTAIRPLUS9OPW,24,1772
,W001,6200020906,M_25th,GW01,DEVINE 1200MM ROAST BRN,DVN48RBN,114,0
,W001,6200020906,M_25th,GW02,DEVINE 1200MM ROAST BRN,DVN48RBN,286,0
,W001,6200020906,M_25th,GW04,DEVINE 1200MM ROAST BRN,DVN48RBN,140,0
,W001,6200020906,M_25th,GE05,DEVINE 1200MM ROAST BRN,DVN48RBN,16,0
,W001,6200020905,M_15th,GE05,DEVINE 1200MM ROAST BRN,DVN48RBN,10,0
,W001,6200020905,M_15th,GW01,DEVINE 1200MM ROAST BRN,DVN48RBN,40,0
,W001,6200020905,M_15th,GW02,DEVINE 1200MM ROAST BRN,DVN48RBN,428,0
,W001,6200020905,M_15th,GW04,DEVINE 1200MM ROAST BRN,DVN48RBN,208,0
,W001,6200020905,M_15th,GN02,DEVINE 1200MM ROAST BRN,DVN48RBN,12,0
,W001,6200020905,M_15th,GN03,DEVINE 1200MM ROAST BRN,DVN48RBN,40,0
,W001,6200020905,M_15th,GN06,DEVINE 1200MM ROAST BRN,DVN48RBN,6,0
,W001,6200020906,M_25th,GN03,DEVINE 1200MM ROAST BRN,DVN48RBN,26,0
,W001,6200020906,M_25th,GN06,DEVINE 1200MM ROAST BRN,DVN48RBN,42,0
,W001,6200020906,M_25th,GN01,DEVINE 1200MM ROAST BRN,DVN48RBN,56,0
,W001,6200020906,M_25th,GN02,DEVINE 1200MM ROAST BRN,DVN48RBN,16,0
,W001,6200020906,M_25th,GW04,ENTRUST50 1.2M OPAL WHT 3B,ENT48OPW,36,120
,W001,6200020906,M_25th,GN01,ENTRUST50 1.2M OPAL WHT 3B,ENT48OPW,84,120
,W001,6200020949,M_15th,GS07,ENTRUST50 1.2M OPAL WHT 3B,ENT48OPW,296,120
,W001,6200020931,M_25th,GS03,300/4/1 EXHAUST FAN,EXHD300-4-1,20,863
,W001,6200020931,M_25th,GS02,300/4/1 EXHAUST FAN,EXHD300-4-1,23,863
,W001,6200020931,M_25th,GS06,300/4/1 EXHAUST FAN,EXHD300-4-1,10,863
,W001,6200020931,M_25th,GS05,300/4/1 EXHAUST FAN,EXHD300-4-1,81,863
,W001,6200020931,M_25th,GN05,300/4/1 EXHAUST FAN,EXHD300-4-1,23,863
,W001,6200020931,M_25th,GN06,300/4/1 EXHAUST FAN,EXHD300-4-1,48,863
,W001,6200020931,M_25th,GW03,300/4/1 EXHAUST FAN,EXHD300-4-1,17,863
,W001,6200020931,M_25th,GW02,300/4/1 EXHAUST FAN,EXHD300-4-1,155,863
,W001,6200020931,M_25th,GW05,300/4/1 EXHAUST FAN,EXHD300-4-1,12,863
,W001,6200020931,M_25th,GW04,300/4/1 EXHAUST FAN,EXHD300-4-1,58,863
,W001,6200020931,M_25th,GW01,300/4/1 EXHAUST FAN,EXHD300-4-1,136,863
,W001,6200020931,M_25th,GS07,300/4/1 EXHAUST FAN,EXHD300-4-1,41,863
,W001,6200020928,M_15th,GS05,300/4/1 EXHAUST FAN,EXHD300-4-1,28,863
,W001,6200020931,M_25th,GN02,300/4/1 EXHAUST FAN,EXHD300-4-1,46,863
,W001,6200020931,M_25th,GN01,300/4/1 EXHAUST FAN,EXHD300-4-1,49,863
,W001,6200020931,M_25th,GN04,300/4/1 EXHAUST FAN,EXHD300-4-1,69,863
,W001,6200020931,M_25th,GN03,300/4/1 EXHAUST FAN,EXHD300-4-1,18,863
,W001,6200020931,M_25th,GE02,300/4/1 EXHAUST FAN,EXHD300-4-1,8,863
,W001,6200020931,M_25th,GE05,300/4/1 EXHAUST FAN,EXHD300-4-1,16,863
,W001,6200020931,M_25th,GE04,300/4/1 EXHAUST FAN,EXHD300-4-1,19,863
,W001,6200020931,M_25th,GE01,300/4/1 EXHAUST FAN,EXHD300-4-1,80,863
,W001,6200020931,M_25th,GS04,300/6/1 EXHAUST FAN,EXHD300-6-1,15,0
,W001,6200020931,M_25th,GN05,300/6/1 EXHAUST FAN,EXHD300-6-1,27,0
,W001,6200020931,M_25th,GN06,300/6/1 EXHAUST FAN,EXHD300-6-1,37,0
,W001,6200020931,M_25th,GW04,300/6/1 EXHAUST FAN,EXHD300-6-1,15,0
,W001,6200020931,M_25th,GW01,300/6/1 EXHAUST FAN,EXHD300-6-1,10,0
,W001,6200020928,M_15th,GN06,300/6/1 EXHAUST FAN,EXHD300-6-1,45,0
,W001,6200020928,M_15th,GN04,300/6/1 EXHAUST FAN,EXHD300-6-1,46,0
,W001,6200020928,M_15th,GW01,300/6/1 EXHAUST FAN,EXHD300-6-1,15,0
,W001,6200020928,M_15th,GN01,300/6/1 EXHAUST FAN,EXHD300-6-1,97,0
,W001,6200020928,M_15th,GN02,300/6/1 EXHAUST FAN,EXHD300-6-1,11,0
,W001,6200020931,M_25th,GN02,300/6/1 EXHAUST FAN,EXHD300-6-1,7,0
,W001,6200020931,M_25th,GN01,300/6/1 EXHAUST FAN,EXHD300-6-1,86,0
,W001,6200020931,M_25th,GN04,300/6/1 EXHAUST FAN,EXHD300-6-1,69,0
,W001,6200020931,M_25th,GN03,300/6/1 EXHAUST FAN,EXHD300-6-1,8,0
,W001,6200020931,M_25th,GS04,EXHAUST FAN 380-4-1,EXHD380-4-1,47,694
,W001,6200020931,M_25th,GS03,EXHAUST FAN 380-4-1,EXHD380-4-1,12,694
,W001,6200020931,M_25th,GS02,EXHAUST FAN 380-4-1,EXHD380-4-1,12,694
,W001,6200020931,M_25th,GS06,EXHAUST FAN 380-4-1,EXHD380-4-1,4,694
,W001,6200020931,M_25th,GS05,EXHAUST FAN 380-4-1,EXHD380-4-1,10,694
,W001,6200020931,M_25th,GN06,EXHAUST FAN 380-4-1,EXHD380-4-1,75,694
,W001,6200020931,M_25th,GW05,EXHAUST FAN 380-4-1,EXHD380-4-1,194,694
,W001,6200020931,M_25th,GW04,EXHAUST FAN 380-4-1,EXHD380-4-1,33,694
,W001,6200020931,M_25th,GW01,EXHAUST FAN 380-4-1,EXHD380-4-1,126,694
,W001,6200020931,M_25th,GS07,EXHAUST FAN 380-4-1,EXHD380-4-1,33,694
,W001,6200020931,M_25th,GW02,EXHAUST FAN 380-4-1,EXHD380-4-1,136,694
,W001,6200020931,M_25th,GN03,EXHAUST FAN 380-4-1,EXHD380-4-1,52,694
,W001,6200020931,M_25th,GW02,380/4/3 EXHAUST FAN,EXHD380-4-3,24,1
,W001,6200020931,M_25th,GW01,380/4/3 EXHAUST FAN,EXHD380-4-3,10,1
,W001,6200020928,M_15th,GW02,380/4/3 EXHAUST FAN,EXHD380-4-3,25,1
,W001,6200020931,M_25th,GW06,380/6/1 EXHAUST FAN,EXHD380-6-1,6,6
,W001,6200020931,M_25th,GW05,380/6/1 EXHAUST FAN,EXHD380-6-1,20,6
,W001,6200020931,M_25th,GS04,450/4/1 EXHAUST FAN,EXHD450-4-1,68,638
,W001,6200020931,M_25th,GS03,450/4/1 EXHAUST FAN,EXHD450-4-1,20,638
,W001,6200020931,M_25th,GS02,450/4/1 EXHAUST FAN,EXHD450-4-1,24,638
,W001,6200020931,M_25th,GS06,450/4/1 EXHAUST FAN,EXHD450-4-1,42,638
,W001,6200020931,M_25th,GN06,450/4/1 EXHAUST FAN,EXHD450-4-1,284,638
,W001,6200020931,M_25th,GW04,450/4/1 EXHAUST FAN,EXHD450-4-1,909,638
