Item Name,Date,Bhiwandi,Vijayawada,SECUNDERABAD,Ranchi,RAIPUR,Patna,Nagpur,Pune,Madurai,LUCKNOW,Kolkata,Indore,GUWAHATI,Coimbatore,Cochin,Chennai,Cuttack,Bangalore,AHMEDABAD,Jalandhar,Jaipur,Ghaziabad,Delhi,Chandigarh
AVRPRIME48HWD,M_15th,,,,,,,,,,,,,,,,,,,,,,,,0
BRIZDEC48BRNN,M_15th,,,,,,,,,,,,,,,,,,,,,,,,20
BRIZDEC48OPW,M_15th,,,,,,,,,,,,,,,,,,,,,,,,4
HLB48OPW,M_15th,,,,,,,,,,,,,,,,,,,,,,,,4
JURA48BBR,M_15th,,,,,,,,,,,,,,,,,,,,,,,,0
JURA48PSWT,M_15th,,,,,,,,,,,,,,,,,,,,,,,,0
NEOBRZ48OPW,M_15th,,,,,,,,,,,,,,,,,,,,,,,,632
PFSTRM2-18BLK,M_15th,,,,,,,,,,,,,,,,,,,,,,,,30
RIV56OPW,M_15th,,,,,,,,,,,,,,,,,,,,,,,,0
SUPERBRIZDEC48BKWT,M_15th,,,,,,,,,,,,,,,,,,,,,,,,424
SUPERBRIZDEC48SLWT,M_15th,,,,,,,,,,,,,,,,,,,,,,,,352
SUPERBRIZDEC48SMBR,M_15th,,,,,,,,,,,,,,,,,,,,,,,,252
ARYBRZ48IVY,M_25th,0,,,0,,0,,0,,,,,,,,,0,,0,,0,0,0,
AVRPRIME48NWD,M_25th,102,0,0,,,,,0,,,,0,,0,0,,,0,0,,0,0,0,0
BRISKAIR6HSBLKN,M_25th,0,,,,,0,,,,,,,,,,,,,,,,,,
BRISKAIR6HSBRNN,M_25th,0,,,,,,,,,,,,,,,,,,,,,,,
BRISKAIR6HSWHTN,M_25th,0,,,,,,,,,,,,,,,0,,,0,,,,,
BRISKAIR8HSIVYN,M_25th,0,0,,,,,,,,,,,,,,,,,,,,,,
BRISKAIR8HSWHTN,M_25th,0,,,,,,,,,,,,,,,,,,0,,,,,
BRISKAIRPLUS6BRN,M_25th,0,,,,,0,,,,,,,,,,,,,,,,,,
BRISKAIRPLUS6IVY,M_25th,0,,,,,,,,,,,,,,,,,,,,,,,
BRIZ24BRN,M_25th,156,,,,,,,40,,60,40,,,,,,,,,8,108,8,48,170
BRIZ36OPW,M_25th,0,,,,,,,0,,0,,0,0,,,,,,0,,0,,0,0
BRIZ42BRN,M_25th,0,,,,,,,,,,,,,,,,,,0,,0,,,
BRIZ42OPW,M_25th,16,,,,,,,,,,,,,,,,,,0,,0,,,
BRIZ48BRN,M_25th,0,,,,,,,0,,0,,,,,0,0,,,0,0,0,0,0,0
BRIZ48OPW,M_25th,0,,,,,,,0,,0,,,,,,,,,0,0,0,0,0,0
BRIZ56OPW,M_25th,0,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0
BRIZDEC48IVY,M_25th,0,,,,,,,0,,,,,,,,,,,0,,,,,0
DVN48RBN,M_25th,0,,,,,,,,,,,0,,,,,0,,0,,0,0,0,0
EXHD300-4-1,M_25th,136,10,81,,,19,12,17,20,69,80,58,8,23,41,,16,,148,23,48,46,49,18
EXHD300-6-1,M_25th,0,,,,,,,,,0,,0,,,,,,0,,0,0,0,0,0
EXHD380-4-1,M_25th,126,4,10,,,,194,,12,,,33,,12,33,,,47,136,,75,,,52
EXHD380-4-3,M_25th,10,,,,,,,,,,,,,,,,,,24,,,,,
EXHD450-4-1,M_25th,0,0,,,,0,,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0
EXHD450-4-3,M_25th,0,,,,,,,,,,,,,,,,,,0,,,,,
EXHD600-6-1,M_25th,0,,,,0,,0,,,0,0,0,0,,,,,,0,0,0,0,0,0
EXHD600-6-3,M_25th,0,,,,0,,,,,,,,,,,,,,,,,,,0
HS42OPW,M_25th,0,,,,,,,0,0,,0,0,,,0,0,,,0,,,,,
HS48OPW,M_25th,0,,,,,0,,,,,,,,,,,0,,,0,0,,,
LRN48HGD,M_25th,0,,0,,,,,,,,0,,0,,,,,,0,,0,,,
RIVDASHHS6WHT,M_25th,0,0,0,,,,,,,,,,,,0,,,0,0,0,,,,0
RIVSPRINTHS6WHT,M_25th,0,,0,,,,,,,,,,,,0,,,0,0,0,0,0,,0
SPLITZ48MIV,M_25th,180,,,,,,,,,,,,,,,,,,,,,,,
URANUS48BLK,M_25th,0,,0,,,,,,,0,0,,,,0,0,0,,,0,0,0,0,0
URANUS48IVY,M_25th,0,0,0,,,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0
AURA48NEWWHT,M_25th,,0,,,0,,,,0,,,0,,0,0,,0,,0,,,0,,0
FLY48EMBER,M_25th,,44,20,,,,,,28,28,14,,,,,,,,,,,,,0
HS36BRN,M_25th,,76,,,,,,,148,,,,,20,,,,56,,,,,,
HSDCR48BRN,M_25th,,16,16,,,0,,,0,,,,,0,,0,0,,,,,,,
NEBULA48ANB,M_25th,,0,0,,,,,,,0,,,,,,,,0,,0,,,0,0
PVNDEC48LB,M_25th,,0,,,,,0,,,,,,,,0,,,,,,,,,
SB48IVY,M_25th,,240,,,,,,,,,,728,,,,,,804,,,,,,
TA6AG,M_25th,,16,,,,,,,,16,,,8,,16,,,,,,,16,,
TRIT48ABR,M_25th,,0,0,,,,,0,,0,0,0,,,0,0,0,,0,,0,0,0,0
TRIT48ACR,M_25th,,0,0,,,,,,,0,0,0,,,0,0,0,0,0,,0,0,,0
ULT48IVY,M_25th,,68,,,,,16,,,,,,,,12,,,,,,,,,
ULT48OPW,M_25th,,0,,,,,,,,,,,,,,,,,,,,,,
AVR48SWT,M_25th,,,26,,,,,,,,,,,34,16,,,,,,,,,
AXIALAIR4WHT,M_25th,,,40,,,,,,,,,,,,100,,,,0,20,40,,,
BRIZ48IVY,M_25th,,,40,,,,,,,,,,,,,0,0,,0,,0,,0,0
FLUXAIR9OPW,M_25th,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,
FLY48SWT,M_25th,,,48,,,,,,,,,,,,,,,10,0,,,,,
HS36IVY,M_25th,,,16,,,,20,,,,,,,,,,0,,,,,,,
HS56OPW,M_25th,,,4,,,,,,,,200,,12,,,,,,,,,,,
HSPLUS48OPW,M_25th,,,0,,,0,0,,0,0,0,0,,0,,,0,,0,,0,,0,0
PAVAN48IVY,M_25th,,,32,,,,,,,,,,,,,,,,24,,,,,
SMART48IVY,M_25th,,,0,,,,0,,,,,,,,,,,,,,,,,
STAR22048WHT,M_25th,,,0,,,,,,,,,0,,,,,0,,,,0,,,0
TRIT48BST,M_25th,,,0,,,,,0,,0,0,0,,,0,0,0,0,0,,0,0,,0
ALBRIZ48OPW,M_25th,,,,0,,,,,,,,,0,,,,0,,,,,,,
AVRPMAD48IBL,M_25th,,,,2,,24,,,,,,,20,,,,,,,,,,,
BRIZ24OPW,M_25th,,,,8,,,16,,,60,,,8,,,,,,,4,20,,72,0
DRIFTAIRPLUS9OPW,M_25th,,,,8,,28,,,,,,,24,192,,,,,,,,,,
RIV48BRN,M_25th,,,,8,,,,,,,,,,,,,,,,,,,,
RIV48OPW,M_25th,,,,8,,,,,,,,,40,,,,,,,,,,,
WWHE56OPW,M_25th,,,,28,,,,,,64,,,,,,,,,,,,,32,12
EXHD380-6-1,M_25th,,,,,6,,0,,,,,,,,,,,,,,,,,
EXHD450-6-1,M_25th,,,,,0,,0,,,0,,,,,,,,,,,0,0,0,0
EXHD900-8-3,M_25th,,,,,0,,0,,,,,,,,,,,,,,,,,
HS36OPW,M_25th,,,,,8,,16,,,,0,0,,,,,,,,,,,0,0
VENTILUS10WHT,M_25th,,,,,0,,,,,0,,,,,,,0,,0,0,0,0,0,0
ALBRIZ48BRN,M_25th,,,,,,0,,,,,0,,0,,,,0,,,,,,,
AXIALAIR6WHTN,M_25th,,,,,,20,,,,,,,,,,,,,,,,4,,
BRISKAIR8HSBLKN,M_25th,,,,,,0,,,,,,,,,,,,,,,,,,
BRIZ24IVY,M_25th,,,,,,0,,,,,,,,,0,,0,,,,,,,0
DRIFTAIRPLUS12OPW,M_25th,,,,,,4,,,12,,,,,,,,,,28,,,,,
HSPLUS48BRN,M_25th,,,,,,16,,,,44,,20,,4,,,,,524,,220,,40,16
WINDSTARFARRATA20,M_25th,,,,,,0,,,,,0,,0,,,,0,,,,,,,
AURA36NEWWHT,M_25th,,,,,,,0,0,,,,,,,,,,,,,,,,0
AVRPRIME48RBL,M_25th,,,,,,,0,,,,,0,,,,,,,0,,,,,
CB36OPW,M_25th,,,,,,,12,,,68,20,,,,,,,,0,,,,,20
PVNDEC48IVY,M_25th,,,,,,,0,,,,,,,,,,,,,,0,,,
SMART48LB,M_25th,,,,,,,0,,,,0,,,,0,,,,,,,,,
VENTILUS8WHT,M_25th,,,,,,,0,,,0,0,0,,,,,0,,0,0,0,0,,0
HSDCR48IVY,M_25th,,,,,,,,20,96,,,,,184,,104,,192,4,,,,,
AURA48BRNDLX,M_25th,,,,,,,,,140,,,48,4,180,,,,,,,,,,
JUPITER48BRASS,M_25th,,,,,,,,,,12,,,,,,,,,,,,,,
NEOBRZ48BRN,M_25th,,,,,,,,,,0,,,,,,,0,,,0,0,0,0,0
NEOBRZ48IVY,M_25th,,,,,,,,,,0,,,,,,,0,,,,0,0,,
NEOBRZ48OPW,M_25th,,,,,,,,,,776,,,,,,,120,,,,,,,424
NEOBRZDEC48BRN,M_25th,,,,,,,,,,0,,,,,,,0,,,,0,,,
NEOBRZDEC48IVY,M_25th,,,,,,,,,,0,,,,,,,0,,,,0,,,
RIV36OPW,M_25th,,,,,,,,,,0,,,,,,0,0,,0,,,0,,
VENTILUS6WHT,M_25th,,,,,,,,,,24,56,,,,,,16,352,,,104,,,
WWHE48OPW,M_25th,,,,,,,,,,0,,,,,,,,,,,,,,
CB56OPW,M_25th,,,,,,,,,,,4,,4,,,,,,,,,,,
HS56BRN,M_25th,,,,,,,,,,,200,12,4,,,,,,,,,36,,
HSDCPRM48GGD,M_25th,,,,,,,,,,,36,,,,,,,,,,,,,
SMART48MB,M_25th,,,,,,,,,,,0,,,,,,,,,,,,0,
SMART48OPW,M_25th,,,,,,,,,,,0,,,,,,,,,,,,,
WMFIZZAIR12OPW,M_25th,,,,,,,,,,,0,,,,0,,0,,,0,0,,0,0
WMFIZZAIRHS16OPW,M_25th,,,,,,,,,,,42,,,,,,0,,,42,72,,39,0
ARYBRZ48OPW,M_25th,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
VENTILUS6IVY,M_25th,,,,,,,,,,,,,,,,,0,0,,0,,,,
WWHE48LB,M_25th,,,,,,,,,,,,,,,,,,,,4,,,,0
ENT48OPW,M_25th,,,,,,,,,,,,36,,,,,,,,,,,84,
SPLITZ48SWT,M_25th,,,,,,,,,,,,176,,,,,,,,,,,,
ALBRIZ48IVY,M_25th,,,,,,,,,,,,,20,,,,,,,,,,,
AVRPMAD48COCO,M_25th,,,,,,,,,,,,,8,,,,,,,,,,,
DRIFTAIRPLUS6OPW,M_25th,,,,,,,,,,,,,6,,,,,,,,,,,
RIV48BNC,M_25th,,,,,,,,,,,,,20,,,,160,,,,,,,
SUPERBRIZDEC48BKWT,M_25th,,,,,,,,,,,,,4,,,,,,,,,,,
SUPERBRIZDEC48SMBR,M_25th,,,,,,,,,,,,,0,,,,,,,,,,,
SUPERBRIZDEC48SLWT,M_25th,,,,,,,,,,,,,,0,,,,,,,,0,,
HLB48OPW,M_25th,,,,,,,,,,,,,,,,,,,,,,,0,
HS48IVY,M_25th,,,,,,,,,,,,,,,,,,,,,,,44,
AXIALAIR4IVY,M_25th,,,,,,,,,,,,,,,0,,,,,,,,,
ULT48BRN,M_25th,,,,,,,,,,,,,,,0,,,,,,,,,
BRIZDEC48BRNN,M_25th,,,,,,,,,,,,,,,,,,,,,,,,12
BRIZDEC48OPW,M_25th,,,,,,,,,,,,,,,,,,,20,,,,,24
VENTILUS8IVY,M_25th,,,,,,,,,,,,,,,,,16,72,,,,,,
AST48BRN,M_25th,,,,,,,,,,,,,,,,,,,4,,,,,
AST48OPW,M_25th,,,,,,,,,,,,,,,,,,,0,,,,,
BRIZ36IVY,M_25th,,,,,,,,,,,,,,,,,,,16,,,,,
PAVAN48OPW,M_25th,,,,,,,,,,,,,,,,,,,36,,,,,
CB24IVY,M+1_7th,36,,,,,,,188,,,,,,,,,,,,,40,,,
CB24OPW,M+1_7th,136,,,,,,,460,,164,,,12,,,,,,396,,280,,,
SEAWIND48IVY,M+1_7th,172,7,508,,,,,,,,,,,,1368,,,,,,,,,
SEAWIND48LB,M+1_7th,412,,,,,,,,40,,,,,,1804,112,,,,,,,,
SUPERBRIZDEC48SLWT,M+1_7th,0,,,0,,0,,,,0,,,0,0,0,,,0,0,,,,,
SEAWIND48OPW,M+1_7th,,3,,,,,,,96,,,332,,,,,,132,,,,,,
HLB48BRN,M+1_7th,,,84,,,,,,,,,,,,,,,76,,,,,,
SUPERBRIZDEC48BKWT,M+1_7th,,,,52,,,,,,,,,52,,348,,232,,,,,,,
SUPERBRIZDEC48SMBR,M+1_7th,,,,0,,,,,,,,,0,,0,,,0,,,,,,
WMWINDFLO16OPW,M+1_7th,,,,,,171,,,,,,,33,,,,,,,,,,,
AXIALAIR6IVY,M+1_7th,,,,,,,,80,,,,,,,,,40,,120,13,,,,
CB24LB,M+1_7th,,,,,,,,,,64,,,,,,,,,,,,,,
PFWINDFLO16OPW,M+1_7th,,,,,,,,,,,0,,,,,,,,,,,,,
TA12AG-GRD,M+1_7th,,,,,,,,,,,,,,,,,,,,,,14,,
CB48LB,M+1_7th,,,,,,,,,,,,,,1496,716,,,,,,,,,
CB48OPW,M+1_7th,,,,,,,,,,,,,,236,364,,,,,,,,,
DRIFTAIRPLUS12OPW,M+1_7th,,,,,,,,,,,,,,,,,3,,,,,,,
CB48IVY,M+1_7th,,,,,,,,,,,,,,,,,,2,,,,,,
